0.000000 0.000000
0.000000 0.000000
0.500000 0.288675
0.666667 0.192450
0.222222 0.064150
0.074074 0.021383
0.024691 0.007128
0.674897 0.002376
0.891632 0.000792
0.297211 0.000264
0.765737 0.000088
0.255246 0.000029
0.085082 0.000010
0.028361 0.000003
0.504728 0.280489
0.168243 0.093496
0.555030 0.255690
0.185010 0.085230
0.728337 0.028410
0.629591 0.083157
0.209864 0.027719
0.736621 0.009240
0.912207 0.003080
0.304069 0.001027
0.101356 0.000342
0.033785 0.000114
0.677928 0.000038
0.612999 0.092980
0.204333 0.030993
0.068111 0.010331
0.022704 0.003444
0.504778 0.282695
0.665737 0.190074
0.221912 0.063358
0.073971 0.021119
0.024657 0.007040
0.008219 0.002347
0.502047 0.286694
0.834016 0.095565
0.666590 0.063843
0.222197 0.021281
0.740732 0.007094
0.246911 0.002365
0.541834 0.217792
0.653177 0.168560
0.657522 0.128212
0.219174 0.042737
0.739725 0.014246
0.627400 0.077509
0.209133 0.025836
0.542314 0.232610
0.847438 0.077537
0.282479 0.025846
0.554541 0.211438
0.653460 0.163833
0.656204 0.127343
0.885401 0.042448
0.961800 0.014149
0.320600 0.004716
0.554795 0.196912
0.184932 0.065637
0.061644 0.021879
0.020548 0.007293
0.006849 0.002431
0.668950 0.000810
0.889650 0.000270
0.648353 0.031900
0.882784 0.010633
0.294261 0.003544
0.550067 0.204320
0.183356 0.068107
0.727785 0.022702
0.909262 0.007567
0.303087 0.002522
0.101029 0.000841
0.517081 0.259651
0.172360 0.086550
0.553712 0.253344
0.665419 0.171056
0.660283 0.125094
0.220094 0.041698
0.073365 0.013899
0.024455 0.004633
0.674818 0.001544
0.612916 0.094129
0.204305 0.031376
0.068102 0.010459
0.022701 0.003486
0.674234 0.001162
0.891411 0.000387
0.297137 0.000129
0.099046 0.000043
0.516520 0.260090
0.172173 0.086697
0.724058 0.028899
0.241353 0.009633
0.080451 0.003211
0.026817 0.001070
0.504778 0.281112
0.168259 0.093704
0.056086 0.031235
0.518364 0.277690
0.839455 0.092563
0.946485 0.030854
0.666654 0.020591
0.617053 0.099660
0.205684 0.033220
0.068561 0.011073
0.022854 0.003691
0.674285 0.001230
0.612736 0.094231
0.204245 0.031410
0.543108 0.234950
0.847703 0.078317
0.282568 0.026106
0.094189 0.008702
0.518210 0.262935
0.172737 0.087645
0.057579 0.029215
0.019193 0.009738
0.673064 0.003246
0.613114 0.094919
0.204371 0.031640
0.068124 0.010547
0.022708 0.003516
0.007569 0.001172
0.002523 0.000391
0.000841 0.000130
0.666947 0.000043
0.222316 0.000014
0.740772 0.000005
0.623463 0.074834
0.625513 0.121169
0.875171 0.040390
0.958390 0.013463
0.986130 0.004488
0.995377 0.001496
0.331792 0.000499
0.777264 0.000166
0.259088 0.000055
0.753029 0.000018
0.625510 0.071297
0.624833 0.119989
0.208278 0.039996
0.736093 0.013332
0.245364 0.004444
0.081788 0.001481
0.514059 0.265312
0.662265 0.184498
0.887422 0.061499
0.665657 0.042748
0.623283 0.103641
0.207761 0.034547
0.735920 0.011516
0.245307 0.003839
0.081769 0.001280
0.027256 0.000427
0.504666 0.280878
0.168222 0.093626
0.056074 0.031209
0.018691 0.010403
0.672897 0.003468
0.890966 0.001156
0.296989 0.000385
0.098996 0.000128
0.032999 0.000043
0.011000 0.000014
0.003667 0.000005
0.001222 0.000002
0.000407 0.000001
0.000136 0.000000
0.666712 0.000000
0.888904 0.000000
0.648151 0.032071
0.617283 0.106915
0.633744 0.128300
0.642661 0.127112
0.214220 0.042371
0.738073 0.014124
0.627089 0.077966
0.209030 0.025989
0.542341 0.232665
0.180780 0.077555
0.060260 0.025852
0.517506 0.275588
0.172502 0.091863
0.724167 0.030621
0.241389 0.010207
0.543178 0.220693
0.654238 0.168655
0.657726 0.127922
0.219242 0.042641
0.073081 0.014214
0.024360 0.004738
0.505428 0.282433
0.665769 0.189843
0.665764 0.128125
0.221921 0.042708
0.073974 0.014236
0.024658 0.004745
0.674886 0.001582
0.224962 0.000527
0.741654 0.000176
0.623660 0.074607
0.625481 0.121075
0.875160 0.040358
0.291720 0.013453
0.097240 0.004484
0.032413 0.001495
0.010804 0.000498
0.670268 0.000166
0.890089 0.000055
0.296696 0.000018
0.098899 0.000006
0.516485 0.260127
0.172162 0.086709
0.057387 0.028903
0.019129 0.009634
0.006376 0.003211
0.002125 0.001070
0.667375 0.000357
0.222458 0.000119
0.537111 0.224477
0.654319 0.171037
0.218106 0.057012
0.739369 0.019004
0.628714 0.078405
0.876238 0.026135
0.958746 0.008712
0.319582 0.002904
0.554102 0.196904
0.851367 0.065635
0.283789 0.021878
0.094596 0.007293
0.517871 0.262583
0.839290 0.087528
0.279763 0.029176
0.093254 0.009725
0.031085 0.003242
0.010362 0.001081
0.670121 0.000360
0.223374 0.000120
0.537264 0.224213
0.179088 0.074738
0.551423 0.249433
0.183808 0.083144
0.727936 0.027715
0.629323 0.083157
0.209774 0.027719
0.069925 0.009240
0.023308 0.003080
0.007769 0.001027
0.501591 0.286603
0.167197 0.095534
0.055732 0.031845
0.018577 0.010615
0.672859 0.003538
0.890953 0.001179
0.296984 0.000393
0.098995 0.000131
0.032998 0.000044
0.010999 0.000015
0.670333 0.000005
0.890111 0.000002
0.648352 0.031722
0.216117 0.010574
0.072039 0.003525
0.024013 0.001175
0.674671 0.000392
0.891557 0.000131
0.648631 0.031327
0.216210 0.010442
0.738737 0.003481
0.624128 0.076000
0.874709 0.025333
0.958236 0.008444
0.986079 0.002815
0.995360 0.000938
0.331787 0.000313
0.777262 0.000104
0.925754 0.000035
0.308585 0.000012
0.769528 0.000004
0.923176 0.000001
0.307725 0.000000
0.102575 0.000000
0.034192 0.000000
0.678064 0.000000
0.226021 0.000000
0.742007 0.000000
0.247336 0.000000
0.541223 0.217275
0.847074 0.072425
0.662086 0.056217
0.220695 0.018739
0.073565 0.006246
0.024522 0.002082
0.008174 0.000694
0.669391 0.000231
0.889797 0.000077
0.963266 0.000026
0.660552 0.010609
0.613154 0.099758
0.204385 0.033253
0.543663 0.235216
0.847888 0.078405
0.282629 0.026135
0.094210 0.008712
0.698070 0.002904
0.232690 0.000968
0.539061 0.221665
0.179687 0.073888
0.551278 0.249119
0.850426 0.083040
0.283475 0.027680
0.094492 0.009227
0.031497 0.003076
0.506137 0.280095
0.835379 0.093365
0.666182 0.063083
0.222061 0.021028
0.543080 0.228076
0.181027 0.076025
0.060342 0.025342
0.020114 0.008447
0.006705 0.002816
